name,category,icon,downloads,updateDate,description
Virtual Restaurant,Game,https://lh3.ggpht.com/QimStd-0w1ZU3nROpfJY_cunaaeYKlqJGbQFUeeVDQjZkowW3MbAed20u5-rqo9UbgM=w300,"10,000 - 50,000","October 26, 2013",Run your own virtual restaurant in this free and fun game. Ever wanted to try to see if you had what it took to run your own restaurant? Now you can with this free and fun game!
Wuzzit Trouble,Game,https://lh3.ggpht.com/_0vclevlBXcvsYr9N77wUpT7ZB39_cbDAzizkI8xXfrG8zNxOnrORwVW1eu53F7O-M4=w300,"1,000 - 5,000","November 3, 2013","The Wuzzits need your help! In Wuzzit Trouble, your job is to free the lovable Wuzzits from the traps they’ve inadvertently wandered into inside the castle. Use your puzzle-solving skills to unlock the Wuzzits’ cages by gathering keys. Along the way you can also give the Wuzzits treats and collect special items from each of the rooms you explore. But take care to avoid dangerous hazards in your path!Wuzzit Trouble, in addition to being a fun game for everyone to play, also helps develop mathematical conceptual thinking skills. Unlike so many math games that focus on basic computational skills, Wuzzit Trouble aims to help players increase their critical 21st century mathematics competencies. The game is built around the important mathematical concept of integer partitions – the expression of a whole number as a sum of other whole numbers. At the easiest levels of the puzzle, these provide engaging practice in basic arithmetic, leading to arithmetical fluency, but that’s just the start. Integer partitions is a major area of mathematics, still being worked on today by leading mathematicians. Though freeing the Wuzzits won’t take you into those dizzy realms, as you move up through the levels you will face challenges that increasingly require higher-order arithmetical thinking, algebraic thinking, strategy design and modification, and algorithm design, all crucial abilities in today’s world. With not a paper and pencil in sight, every time you attempt to maximize your score as you free a Wuzzit, you will be developing and applying valuable conceptual, analytic thinking skills that sharpen your mind.Key Features:*Fun for everyone in the family to play*Designed to develop mathematical conceptual thinking skills relevant to success in the 21st century*75 different puzzles and three different star ratings per puzzle*Innovative gear-based gameplay*Lovable new characters*Beautiful graphics*Special collectibles to store in your Trophy Room*No third-party advertising*No in-app purchasesWe take online safety and privacy very seriously. Please review our Terms of Use at http://www.innertubegames.net/TOU and our Privacy Policy at http://www.innertubegames.net/privacy.Learn more at www.innertubegames.net !"
Rangers Match,Game,https://lh5.ggpht.com/IHlVDGTvUAVXRvDZmDQVTiIsjL-IeFVAkgBsHjVwF4TbkqvrBmUj4JEd8z0MAHXQgg=w300,"1,000 - 5,000","October 23, 2013","Under the expert guidance of Mentor Ji, a group of majorly talented teenagers has successfully battled back the relentless monsters who seek to destroy their world. But as the Sanzu River rises, so does the strength of Master Xandred's Nighlok army, and now his terrible Mooger cronies are joined by Serrator, a new face of evil lurking in the darkness. To stand a chance against these new challenges, the Power Rangers must unlock the inconceivably powerful Black Box and become... Super Samurais! As Super Samurais, Jayden, Kevin, Mia, Emily, Mike and Antonio will learn the secrets of the BullZord and Shogun Mode, in hopes of gaining an edge in the battle to protect humankind from evil.In this game match the exact same power rangers given to you before time runs out.Tags: power rangers, action game, free games, simulation games, kids games, samurai games, challenge games"
Sniper - Zombie Killer,Game,https://lh5.ggpht.com/yotCGRfu-COvPeAg0ezzDuiFhoKY1YH_3D-_Qgx904OTaCMLQIt5R9PpVX7TPb2hDQM=w300,"10,000 - 50,000","October 28, 2013","Realistic first person shooter game!Hurry! You have 5 minutes!Kill zombies, collect points and money!Kill a row, make combo. Earn more points!With Mines and Fighter Aircraft explode all zombies!With Breath Hold option, more stable game control!This game will make you addicted to it!Power up★ Bullet★ Breath hold★ Mine★ Fighter aircraftGame features★★★★★ Real sniper gun and bullet★★★★★ High quality design★★★★★ Gorgeous visual effects vibration effects★★★★★ Best game control with sensor calibration★★★★★ Live sound effects"
Moy - Virtual Pet Game,Game,https://lh4.ggpht.com/7utC8pJ-RARjU2koX9-z9OvQNUxLuxgjdLqskzifqZrLpOf66NJtYPHDc7wNS_dnn88G=w300,"50,000 - 100,000","November 5, 2013","This is Moy and he is your new virtual jelly pet. Moy will be your best friend, you can dress, feed, clean and play with him! You can give Moy cool and cute looks, and whenever you want share with your friends and see which one of your pet is the coolest. Moy is not a toy, watch the little alien Moy grow up! Also like our brand new Facebook page: https://www.facebook.com/pages/Moy-Virtual-Pet-Game/417540051680812?fref=tsMoy - Virtual Pet Game is similar to the tamagotchi which makes Moy the perfect game for children to learn how to take care of a virtual pet. In the minigames you can have fun and some of the games is perfect kids games but also other fun games! FEATURES* CLEAN just pick up the soap and rub him clean!* CUSTOMIZE Moy and dress him in many different looks!* FOOD, give Moy food from the funny fridge!* SLEEP, don't forget that Moy get sleepy!* PLAY, play one of the mini games to make Moy happy!The music used in Moy - Virtual Pet Game is called Hamster March and was created by Kevin MacLeod (incompetech.com)--alien virtual pet cute monster toy tamagotchi virtuelles Haustier バーチャルペット pou mascota 虚拟宠物 виртуального питомца สัตว์เลี้ยงเสมือน 가상 애완 동물"
SkySwings,Game,https://lh3.ggpht.com/UCt1Sl5i_92kMEMJDRIfSEzf9X_4CA5p55aPTVVnKHV8rSiiVaDtx19-B7UC5FPGyWi-=w300,"50,000 - 100,000","October 21, 2013",「天空ブランコ」でどこまで進めるか挑戦しよう！！誰でも遊べるワンタップの簡単操作で、ジャンプアクションが楽しめるよ！「世界ランキング」や「ランク評価」でトップを目指そう！【遊び方・ルール】◆[JUMP]ボタンで前へジャンプするよ◆ジャンプ中にもう一度ジャンプ(2段ジャンプ)ができるよ◆風船の木と、岩場のはしっこにつかまれるよ◆鳥に当たるか下に落ちると、ゲームオーバーだよ◆ゴールドを使用して、50mごとにコンテニューできるよ◇ノーマルモードどこまで進めるか挑戦するモードだよ！天空ブランコでドキドキハラハラすること間違いなしっ！◇タイムアタック (ノーマル)100mを何秒でクリア出来るか挑戦するモードだよ！一瞬のタイミングが大事！？コースを観察して徹底攻略しようっ！※「ノーマルモード」で300mを突破することで解放されます。◇タイムアタック (ハード)100mを何秒でクリア出来るか挑戦する難しいモードだよ！※「ノーマルモード」で600mを突破することで解放されます。
What's Missing??™,Game,https://lh4.ggpht.com/KF17tzKr7ISg1tGyZ1VzdTy5beOOh06h-op5nMbMm8jbnzamSgmxxycutNFvJE-6M_Y=w300,"1,000 - 5,000","October 23, 2013","【Play What’s Missing now】Each sequence of pictures are clues to differentcombinations, groups, or sets which you have to guess. Are you game?  Connect to facebook and play with friends now!Play hundreds of puzzles where the goal is simple… “can you guess what is missing?”  Use the 4 clues to find your answer!  Play the game everyone is talking about now! FEATURES  ~ Test your knowledge and recognition skills by identifying patterns etc.~ Level up to unlock hundreds of new puzzles!"
FMX Rider : Stunt Biker,Game,https://lh5.ggpht.com/i-i7chgtknUXpKtaSkMKEkVpFLcUTN-EjN3oEqtc1Mm1a_PZr6kTCWKi5sEvMbNOjsM=w300,"10,000 - 50,000","October 25, 2013",Try to make it through 15 levels of high intensity motocross without crashing and burning!In this game you have a team of 3 unique bikers. Each biker can perform different stunts and can even learn new stunts as they gain experience. To complete each level you have to reach the finish line within 2 minutes and you'll have to earn the minimum required qualification points set for each level.
NaruFight,Game,https://lh6.ggpht.com/cy4qwpUWted0FgKE6yfG439Eb3wmm8fA9JXkMNDhNtBcqslhQimeA9lwN-s0-z9bDw=w300,"50,000 - 100,000","October 22, 2013","Hi all! We make a Naruto game for Android and add this file for your experience. If you download and test this game, please RATE IT and add your wishes! We renamed from ""Naruto: The Fight"".We made this game and sometimes cant sleep for a perfect gameplay in this game.It not easy if you think. We love Naruto and made this game for you.P.S. All game maded from zero with free resources for non-commercial use. All rights reserved by ""Namco Bandai"" and ""Viz Media""."
렛츠피싱 for Kakao,Game,https://lh5.ggpht.com/b9mrzWWLYfq0xcXXxDr-fUDdxhQMQ9oOUsC41fLUlyPZlpNef61txk3o4cHl9S-nKgJL=w300,"100,000 - 500,000","November 1, 2013","## 전국민 바다 이야기 렛츠피싱!! 시원한 낚시의 세계로 풍덩!!! ## 눈이 즐거운 수족관, 살아 있는 파이팅, 친구들과 함께 즐기는 대물 출현 시스템! 당신이 원하는 모바일 낚시 게임의 모든 것! 손만 대면 월척이 뜬다! 전국민 바다 이야기, 렛츠피싱! 렛츠피싱에서만 느낄 수 있는 짜릿한 스릴감! 지금 바로 만나보세요~ ▶▷ 렛츠피싱 런칭 기념 초호화 이벤트 ◁◀ 전국민 바다이아기 렛츠피싱, 스페셜 오픈 이벤트! [오픈기념 이벤트] 실제 낚시의 짜릿한 재미까지, 렛츠피싱이 폭풍 지원! 게임아이템은 기본! 낚시 지원금, 캠핑 지원금!! 시원~하게 팍팍 쏩니다. 오늘 이곳은 물 반 경품 반, 물 좋~은 낚시터!! ▶ 하나! 낚시만 해도 보물이 쏟아진다! 게임 중 이벤트 아이템을 낚으면 낚시 지원금과 기프티콘이 와르르! ▶ 둘! 묻지마 레벨업! 레벨업 할수록 경품도 UpUp! 미션 레벨을 달성하면 각종 게임 아이템은 기본! 실제 고급 낚시 장비를 살 수 있는 지원금이 무려 100만원! ▶ 셋! 진격의 대물! 대물잡고 캠핑 고고씽!! 대물 중의 대물, 날뛰는 환도상어 캐스팅 성공 시 행운 뽑기 티켓 100% 지급! 대물출현 플레이 판 수에 따라 골드, 다이아에, 캠핑 지원금 50만원까지! ▶ 넷! 렛츠피싱으로 친구와 수어지교! 친구 초대 시 마다 각종 행운 티켓과 다이아가 팡팡! 30명을 초대하면 펫 ‘방울드래곤’ 100% 지급! * 경품은 대상자 중 추첨을 통해 지급됩니다. * 자세한 사항은 렛츠피싱 홈페이지를 참고하세요. ▶▷ 렛츠피싱의 특징 ◁◀ ▶ 터치터치 짜릿한 손맛!! 터치로 잡는 재미진 낚시!!! 입수 난이도에 따라 다양한 패턴과 속도로 움직이는 물고기를 잡아라!! 커졌다~ 작아졌다~ 동서남북으로 움직이는 터치 존에서 물고기를 사정없이 타격해 보아요! 리듬액션 뺨 치는~ 재미진 낚시, 궁금하다면 지금 바로 접속! ▶ 단언컨대, 엄청 큰 대!물!등!장! 하나 보단 둘, 둘보단 셋! 모두모두 뭉쳐라!! 모바일 강태공들을 도발 시키는 포악하고 사나운 대물 등장!!! 혼자라서 힘들어요~ 그렇다면! 친구들과의 협공으로 대물을 잡아보아요! ▶ 이곳은 바다? 강? 아님 물속? 살아 움직이는 물고들! 살아 움직이는 듯한 화려한 3D 그래픽! 사실적인 물고기들에 놀라셨다구요? 도다리, 전어, 참돔에 우리에게 익숙한 니모 물고기 ‘아네모네’ 까지!! 살아 움직이는 듯한 물고기의 모션에 이곳이 바다인지, 강인지 착각할 수도 있어요! ▶ 더 이상 집안에 어항은 사치입니다. 나만의 Unique 수족관!! 실제 바다 지형을 닮은 바다빛 수족관부터, 유적지, 그리고 난파선 수족관까지! 이것만 있으면 섭섭하죠. 내 수족관은 메인 화면과 연동이 된다는 점~~~ 나의 물고기가 가득한 나만의 수족관 지금 당장 구경해봐요!! ▶ 나의 왼쪽 손을 걸지! 운을 시험해 볼 럭키 룰렛! 오~ 이런! 골드가 우르르 쏟아지는 행운의 럭키 룰렛!! 친구야 고맙다! 친구를 초대하면 돌아가는 친구 초대 우정 룰렛!! 오늘 나의 운을 한 번 시험해 볼까요? ** 함께하는 재미를 전달하는 모바일 게임 브랜드 위미(weme)와 함께 하세요! ** ** FAQ로 찾아보고, 서로서로 묻고 답하고, 1:1문의로 물어보고! [위미 APP] ** [위미 APP]http://weme.wemade.com/game/wemeapp.asp [페이스북] http://www.facebook.com/weme.wemade [고객문의] fishing_help@cs.wemade.com [Tel] 031-779-1400 (평일 09:00 – 18:00 / 토∙일∙공휴일 휴무) Copyright ⓒ WeMade Entertainment Co.,Ltd. All Rights Reserved ---- 개발자 연락처 : 031-779-1440 경기도 성남시 분당구 삼평동 676 위메이드 타워----개발자 연락처 :031-779-1440경기도 성남시 분당구 삼평동 676 위메이드 타워"
Jake and Neverland Pirate Game,Game,https://lh4.ggpht.com/O9-2foLSigx5W_r_-6ChQp68CkwLxb83DZx5IbJTdOrkXwOLL3QlRpgqRyNpnI_Wq0Lo=w300,"1,000 - 5,000","October 20, 2013","Jake and Neverland Pirates Memory GameJake and Neverland Pirates Memory Game is the classic children's board game, which help improve memory skills of children. Rule is simple: making the same couple of image to get points. This educational, engaging and entertaining game also helps to develop concentration and motor skills of your kids.Disclamer :This application complies with US Copyright law guidelines of ""fair use"". If you feel there is a direct copyright or trademark violation that doesn't follow within the ""fair use"" guidelines, please contact us directly."
The Racing Deluxe,Game,https://lh5.ggpht.com/QYKybZiMWbwHCVoi9EGxP6MvUciee2C-_Jl0RaWgRw1ZUFmO9ENiA1VsPqV0S_XzchB0=w300,"50,000 - 100,000","October 24, 2013","The most exciting straight car racing game on android is here! ! !Shift, accelerate, use Nitrogen, refit cars, make your car the strongest one! ! !No drifting, no many competitors, only one vs. one! ! !The direct compete of 2 cars! ! !“I only observe my opponent from the rearview mirror”, a top racer said! ! !The Racing Deluxe is a 2D car racing game. The rules of the game are very simple: which car crosses the set finish line wins the game! The game tests your reaction and judgment. Your racing cars in the game are manual. Tap the + and - on the sides of the right dash board to control the gear! When the blue light is on, put into gear! Whether you can shift gears determines whether you can win the game! Use Nitrogen to accelerate!Features★★★★★ Gorgeous visual effects★★★★★ Smooth game control★★★★★ Great system of shop★★★★★ Open game design allows you to refit cars all by yourself!"
Icon Pop Song Guitar,Game,https://lh4.ggpht.com/CE4aLLiVC2fGb7e-BIQOhaQzFQwxHbDH9tg1luJr7Sbq_OZTcpIAU0wTJ0cxUM91Y40=w300,"10,000 - 50,000","October 30, 2013","Guitar version of the android version Icon Pop Song !Listen to original guitar song clips and challenge your music skills to guess the title or artist.Featuring today's pop hits to classic tunes, Guess Song Quiz is the best game for fans who love music and quiz games.▷ Catchy song clips that'll make you want to shake your groove thang▷ Know it but can't guess it? Skip, Get Hints, or Reveal the Answer▷ Fun gameplay, perfect for a get-togetherNow Guitar ! Icon Pop Song !Guess Your lovely Song Tracks !From creators 4 pics 1 word , whats the pic , guess logo quiz , guess song quiz, icon pop quiz, guess movie quiz, whats the brand."
캐슬 크래시 : Castle Clash,Game,https://lh5.ggpht.com/sCyXxmKX5eTk_yCgiE2VxsWB82zK-uvbqHDlNtod0AwopTKTQhwsjRJZ6fbDB8863D8=w300,"500,000 - 1,000,000","November 1, 2013","모두가 기다린 전략 아케이드 게임! “캐슬 크래시”를 통해 영주가 되어보세요! 나만의 영웅과 군대를 지휘하고 영토를 확장시켜, 당신만을 위한 화려한 제국을 건설해 보세요!  “캐슬 크래시”의 가장 큰 특징은 바로 빠른 전쟁입니다. 화려한 전쟁화면과 정령과 난쟁이, 수인, 거대한 기계 생물로 구성된 군대, 그리고 영웅과 강력한 마법을 사용해서 상대방의 자원을 빼앗고 도시를 정복할 수 있습니다!! 게임 특징:- 다양한 업그레이드를 통해 보다 막강한 도시를 건설할 수 있습니다! - 간단한 터치로 모든 조작이 가능합니다!- 강력한 영웅 양성을 통해 나만의 전설을 만들어 나갈수 있습니다.  - 공격진영과 수비진영의 생생한 전쟁 화면! - 전쟁터에서 다른 게이머와 겨루어 ‘최강 영주’라는 호칭을 쟁탈해 보세요!- 다양하고 화려한 마법을 사용하여 장애물을 제거해 보세요!- 어디에도 없는 화려한 전쟁화면!- 무료 플레이가 가능합니다!"
Burn - Word Scramble,Game,https://lh6.ggpht.com/5MAP5p6bEhnu8nhIjCNdpatqykb1lPHEaNxZPZK5T3rX81xCGpewKVQ7vHVAHjB0PQ0=w300,"10,000 - 50,000","October 21, 2013","The hottest new word game has arrived on Android, with all new features to enjoy on your Android device. Unscramble the words without touching the fire, get the word wrong and face the consequences.★ A fast-paced, exciting new word game★ Online Worldwide Highscore using Swarm★ Making mistakes will make the game harder ★ Easy and fun for everyone"
Army Academy - Alpha,Game,https://lh4.ggpht.com/ZrKT-Wo5CkAyMcW3J2mvNl2I2mcoXUeTs1D57rK0udk7N3hk1E1SfEFDcSskxc1JQr4=w300,"10,000 - 50,000","October 27, 2013","REPORT FOR DUTY, SOLDIER! Are you tired of being pushed around?Are you sick of being small?Are you ready to be the best? Then Army Academy is the answer for you! Brave your way through perilous stages filled with snakes, spiders, and drones, oh my! Jump, Swim and Traverse -- Navigate your way through the training courses, and be the best above the rest! See instant results as you rank and buff up, right before your eyes! Master the way of the Helicopter, and run like the wind! FEATURES:- 3 stunning environments  to conquer!- 63 levels to master!- 20+ Ranks to achieve!- Challenge your friends and other recruits in multiplayer mode! Army Academy – Turning Maggots into Men! Army Academy Alpha is now MOGA Enhanced! Available at major retailers, carrier stores and online at http://www.MOGAanywhere.com*Please note that Army Academy is free to play but certain premium items require in-app*Like us on Facebook: www.facebook.com/ArmyAcademyCheck out our Youtube channel, where we have plenty of Army Academy themed videos up! http://www.youtube.com/armyacademygameSend us a video of yourself doing something Army Academy worthy and we'll put it up on our FB page and Youtube channel!  Email us at  aa@moxygames.com"
Gem Gem Blitz - Match 3 Game,Game,https://lh6.ggpht.com/pGzHfhT9xHko_FK3idJI8YDodXAaum1_kA2EWM1_lLir2I68gr1I0nWlZx14MqmKTUs=w300,"10,000 - 50,000","November 3, 2013","◆ Game Story ● The weak prince has got into trouble. - Now it's the damsel's turn to save him. The princess must face perilous stages fraught with dangerous monsters and Bosses. Help her break through the obstacles and save her prince! ◆ Features ● Gem Gem Blitz is a puzzle game that is easy to control and fun to play. ● A fun and cute story, beautiful backgrounds, and irresistible characters ● Over 150 different stages and 10 different Boss monsters ● 8 different types of beautiful gems ● Special blocks with various effects ● Various bonuses are available to help you clear the stages quickly and easily. ● The Gauge item removes all the blocks in one screen. ● Funny, clever obstacles that you've never seen before ● The game stages can be challenged at different difficulty levels. ● Play with your Facebook friends. Clear as many stages as you can, and try to beat all your friends.Tagline : match,three,3,puzzle,gem,blitz,blast,crash,crush,jewel,saga,mania,diamond,free,candy,pop,mania"
타이니팡2 for Kakao,Game,https://lh4.ggpht.com/QjNch1hTNMVfv-sJ227EwMhNtTKoP8obaIAXaL3bGjmOJBvOoMwTwIGCyKl-b17-eqjO=w300,"1,000,000 - 5,000,000","October 31, 2013","★☆타이니팡2 업데이트 기념 이벤트! ☆★ ☆미션 완료하고 스페셜 선물 받자!!☆미션 완료할 때마다 아이템 선물 100%!!추첨을 통해 실물 경품까지 팡팡!!최신형 핸드폰 ‘LG G2’부터 MAC립스틱까지 여러분을 기다리고 있습니다.자세한 내용은 ‘이벤트 배너’에서 확인해주세요!!-기간: 10.15~11.11 / 경품 당첨자 발표: 11.14 (컴투스 홈페이지)★귀여운 동물들과 즐기는 쉽고 재밌는 버블 슈팅, 타이니팡2!★타이니팡2, 스토리 모드가 추가되어 더욱 새롭고 강력해졌어요!귀여운 울보 양 ‘벤’과 똑똑한 모험가 햄스터 ‘햄비’가 방울에 갇힌 동물 친구들을 구하러 ‘타이니팡2’에 등장했어요.더욱 신나고 아찔하게 돌아온 버블슈팅의 최강자, 타이니팡2를 만나보세요!★새롭고 다양한 스테이지가 가득, ‘스토리’ 모드!★1. 재미있고 다양한 스테이지 구성과 다채로운 에피소드동물 구하기 미션부터 마법 항아리에 방울 떨어뜨리기까지~스테이지마다 재미있는 미션이 가득해요. 차근차근 생각해 보고 방울 하나하나 최선을 다해보세요. 벤과 햄비의 끝없는 모험을 위해 스테이지는 계속 추가될 예정이에요!2. 국내 버블슈팅 게임 최초, 메시지 기능 구현!친구야~ 거기까지 어떻게 갔니? 궁금하면 지도에서 멀리간 친구 사진을 클릭해서 물어보세요.물론 모험할 때 밥이 되는 도토리를 친구에게 요청할 때 써도 좋겠죠! 3. 벤과 햄비의 모험을 도와주는 다양한 아이템반사각, 폭탄, 5회 더 던지기 등 아이템을 전략적으로 사용해서 친구보다 빨리 새로운 스테이지를 만나보세요.★신나고 아찔한 버블슈팅의 쾌감, ‘오리지널’ 모드!★1. 총 3가지의 다양한 게임 방식도전!60 – 60초 안에 많은 통통 튀는 방울을 터트려 주세요. 화면 내 배수방울을 공략하면, 높은 점수를 획득할 수 있어요.릴레이팡 - 시간은 짹깍짹깍 심장은 쫄깃쫄깃, 어서 시간방울을 공략해서 최대한 많은 점수를 내 보자구요.아케이드 – 앗! 동물방울들이 점점 하늘에서 빨리 내려와요. 땅에 닿기 전에 어서 팡팡 터뜨려주세요. 2. 동물 친구들과 함께 던져보세요!'하하하, 더 이상 혼자가 아니에요!'새침하고 통통하지만 때론 주변을 놀라게 하는 펭귄 친구,듬직하고 순하지만 가끔 무섭게 화가 나는 곰 친구,그 외에 작고 귀여운 펫 친구들까지!동물 친구들은 동물 뽑기를 통해 만나볼 수 있어요! 3. 우정점수를 모으면, 공짜로 아이템이 쏟아진다!친구에게 격려의 하트도 보내고, 잠깐 자는 양이 있다면 좀 깨워주세요. 물론, 친구초대도 된답니다. 100점을 모으면, 공짜로 풍성한 아이템이 짜자잔! 이번 주도 일등에 도전해 보세요.4. 다양하고 강력한 아이템!각 모드 별로 구성된 총 20종의 다양한 아이템을 써보세요. 물론, 아이템 파워업을 통해 더욱 강력한 아이템으로 바꿀 수 있어요. ☆★☆ 일부 단말에서 원활한 게임 플레이가 어려울 수 있습니다.(갤럭시 지오/옵티머스 원/갤럭시 네오/갤럭시 A) ☆★☆* 본 게임은 부분유료 아이템 구매가 가능합니다. 부분유료 아이템 구매시 추가 비용이 발생할 수 있으며, 부분유료 아이템은 종류에 따라 청약철회가 가능 또는 제한될 수도 있습니다. * 본 게임의 이용과 관련된 조건(계약해지/청약철회 등)은 게임 내 또는 컴투스 모바일 게임 서비스 이용약관(홈페이지에서 확인 가능, www.com2us.com)에서 확인하실 수 있습니다. * 본 게임과 관련된 문의/상담은 게임 소개 페이지 하단의 '개발자에게 직접 문의하기', 카카오톡 아이디 : Com2uSGames, E-mail : Support@com2us.com, 컴투스 홈페이지 로그인 후 '1:1 문의하기'를 통해 하실 수 있습니다.─────────────────────컴투스의 재밌고 신나는 게임들!─────────────────────【골프스타】 전 세계를 강타한 극강의 3D 리얼 골프!【타이니팜】 귀여운 동물들이 가득~한 손 안의 동물 농장!【컴투스프로야구 for 매니저】 야구 시뮬레이션 게임의 진수!【페이퍼프렌즈 for Kakao】 깜찍한 종이 동물들과 함께하는 엉뚱발랄 SNG!────────────────컴투스와 함께 놀아요~!────────────────트위터에서 수다 떨기☞ twitter.com/Com2uS_korea페이스북에서 놀기☞ facebook.com/Com2uSkor공략법, 이벤트 정보가 궁금하면?!☞ www.Com2uS.com Com2uS 안전결제 캠페인, 비밀번호 설정하기!☞ http://goo.gl/NzpM7"
Baby Nurse - Kid Hospital FREE,Game,https://lh6.ggpht.com/J-gKeWDVMKzcyNjmlpnIugTcs1HNSOssMna9n-v4CznfnilCybyn0GoNexLMHutzMOU=w300,"5,000 - 10,000","October 23, 2013","Baby Nurse is a Virtual Kids Baby Care app where you get to take care of the Baby in four different fun games! Baby Nurse - Treat the baby with Medications, Injections, Bandaids, and check their Heart Rhythm and more! Baby Bath - Take care of the baby and bathe them with soap and rinse them with the showerhead! Then take a towel and wrap them to keep them snuggly and warm! Baby Dress-Up - Dress your baby to the nines with plenty of outfits, pajamas, shorts, shirts, hats, and top them off with cool toys! Dress them up in the cutest outfits after treating the baby in Baby Nurse and Baby Care! Baby Care - Meet the babies basic care and needs, and feed them a bottle of milk, change their diaper, and give them a pacifier when done. Baby will let you know if he/she is hungry, or needs a diaper change, so be quick! Sticker lab - there is a fun sticker lab at the end of every game, so play with the fun stickers and bandaids, and make baby look ultra spectacular!Play additional Beansprites Apps including: Dentist Office Kids, Doctors Office - Virtual Kids Med School, Nurses Office - Virtual Kids Emergency Room, Hidden Objects Secret Gardens, Mystic Fantasy, Mystical Places, Haunted Mansions, Ghostly Worlds, Lost Forest, Mystical Gardens, Celebrity Ice Cream Maker, Celebrity Baby Doctor, Cupcakes Make & Bake, Cake Pops, Ice Cream Yum, Donut Yum, and many more!!"
One direction - dressup game,Game,https://lh3.ggpht.com/gHlN25H2DJ0Ez04HnzkJswA19TKiu75N7SbsKZ-Z3FacwSLWUOhEXM_CP5vIbXScUsw=w300,"10,000 - 50,000","October 9, 2013","One direction – dressupAll members of the boyband One direction in one awesome dress up game. You are the stylist of this cool boyband that is famous all around the world. As the stylist of the band you need to consulted with the members Liam Payne, Harry Styles, Louis Tomlinson, Zayn Malik and Niall Horan. This cool boyband finished third in the British talent show X-Factor. The boys have a large wardrobe to choose from. Dressing up the boys from one direction is a not an easy task. They need to look perfect for the shows and for their fans. As a celebrity stylist you must have patience and not let your clients down. We wish you good luck in this new free dressup game from LadiesDressUp. In this free girl game you get the chance to dress up the boys from one direction.Work with your team to not only to pick out his outfit but also helping boys of one direction out with the basics of a makeover.Choose a background in this fun girl game and you’re done! We hope you will enjoy our free  fashion girl game, and we hope you give us the love by likening our Facebook page  or follow us on twitter. So we can keep you up to date on our fashion games, girl games and more!★  Facebook - https://www.facebook.com/LadiesDressUp★ Twitter - https://twitter.com/ladiesdressup"
Lost Jewels - Match 3 Puzzle,Game,https://lh6.ggpht.com/mg1-cFC7R_znFnXu1ldzaJcnJs_3iXB1hRtaIMqZSuWcVP5afYc5mzhkLqid-pZDW4E=w300,"10,000 - 50,000","October 30, 2013","Dive into the addictive world of Lost Jewels! Join Divine Oracle in her relentless search for the lost jewels and try to overcome the challenging but rewarding obstacles during this mythical adventure!Match colored gems, unleash the power of Magic Talismans and recover the trapped treasure chests.A thrilling match-3 experience that will keep you hooked for a long time!----------------------------------------Key Features:- Simple and addictive gameplay- Hundreds of levels with unique puzzles and obstacles- Magic Talismans to help you in your journey- Synchronize your progress with Facebook and join your friends in the Adventure- Full Retina display support- Constant free updates with new levels and features----------------------------------------Follow us in social networks to get the latest updates and win special prizes!Like : facebook.com/LostJewelsAll rights reserved by Peak Games.Peak Gameshttp://www.peakgames.net/"
Princess Ariel,Game,https://lh6.ggpht.com/FlgErFWXcbFePmBqQvM_NM4NCjkAXx6B6nOdUDk7khGhtIzD1YZkPOaI7YxqDFSXKQ=w300,"5,000 - 10,000","October 7, 2013","Ariel is a beautiful girl from disney world. She can be a King Triton's youngest daughter. She is independent, impulsive and adventurous. She feels confined by life below the sea and learns to be a part of the human planet above the waves.Tags: princess games, disney games, dress up games, barbie games, girl games, free games, kids games"
Bus Racing 3D,Game,https://lh5.ggpht.com/UTO2O6uwINQQBbbFy9yAyw8Yx9JgvXcr3dgBDI1J5BZWhVUlgGAaT2WaIanEzs0_Iw=w300,"10,000 - 50,000","October 31, 2013",Bus Racing 3DWin your own toy truck rally in new arcade sport simulator. Bus Racing 3D is the game suitable for all fans of death rally and track parking games. Feel yourself a real bus driver!Bus Racing 3D is an simulation game and car race in one city race. Test you reaction and attention while you are playing great bus driver. Feel yourself as a real temple run driver and create your overcome all missions and routs. **HOE TO PLAY: tilt your phone or tablet to turn right or left. Tap boost or brake to move*Bus Simulator strategy features:- User-friendly interface and intuitive control;- Excellent 3D graphics;- Entertaining gameplay;New learn driving game for free. Transport the passengers from one bus station to another and improve your skills in this addictive reacor. Simulator game free will keep you entertained for a long time. Become a transport tycoon!
